CustomerID,Region,Sales,Discount,Date,ProductID,Quantity,Return,CustomerType,SalesChannel,PaymentMethod,SatisfactionScore,ProductCategory
1234,West,21119.42012139566,10.0,2024-04-04 04:20:54.054054048,195,2,0,VIP,Direct,Credit Card,7,Electronics
1235,West,16047.62772277344,10.0,2023-06-17 07:45:35.135135134,121,29,1,New,Direct,Cash,3,Books
1236,West,22357.34178567998,,2023-12-25 21:57:28.648648648,167,68,0,New,In-Store,Credit Card,6,Clothing
1237,South,29410.12248237517,5.0,2023-02-10 20:56:56.216216216,168,65,1,New,Direct,Cash,5,Clothing
1238,South,26727.10023077489,10.0,2023-06-18 14:24:51.891891892,136,83,0,New,In-Store,Cash,1,Clothing
1239,East,27965.933133196984,10.0,2023-08-04 05:18:33.513513512,148,26,1,Returning,In-Store,Credit Card,10,Sports
1240,West,17443.921617844073,5.0,2023-07-11 14:11:53.513513512,112,89,0,New,In-Store,Cash,6,Books
1241,South,15051.975898707096,10.0,2023-08-29 18:24:08.648648648,133,10,0,Returning,Direct,Bank Transfer,8,Books
1242,East,19371.06539950176,5.0,2023-04-22 02:57:17.837837838,185,53,0,New,In-Store,Cash,1,Clothing
1243,West,20278.624561443474,5.0,2024-09-06 08:53:20.000000000,152,79,0,VIP,Direct,Credit Card,2,Books
1244,North,25470.95759235474,,2023-04-07 10:25:35.135135135,186,59,0,Returning,Direct,Bank Transfer,4,Sports
1245,East,11537.676851425904,15.0,2023-10-31 08:28:49.729729728,150,22,0,Returning,Online,Bank Transfer,2,Electronics
1246,South,,,2023-06-19 05:44:30.270270270,102,51,0,Returning,Online,Cash,9,Electronics
1247,North,19209.960507105054,15.0,2023-07-29 11:21:48.108108108,141,48,0,Returning,In-Store,Cash,10,Health & Beauty
1248,North,17865.5946502629,15.0,2024-09-12 18:09:43.783783784,197,21,0,VIP,In-Store,Credit Card,8,Toys
1249,North,14939.478123699162,15.0,2024-06-04 11:46:18.378378376,131,22,0,New,Direct,Bank Transfer,8,Electronics
1250,East,11725.716640671153,10.0,2023-04-14 11:01:37.297297297,150,98,0,Returning,In-Store,Credit Card,4,Health & Beauty
1251,South,24115.85291980957,,2023-10-07 02:02:31.351351348,184,30,0,VIP,In-Store,Cash,5,Home & Kitchen
1252,North,20366.58983594202,15.0,2023-08-07 09:56:45.405405404,145,25,0,Returning,Direct,Bank Transfer,4,Toys
1253,West,13550.195501294731,5.0,2023-08-22 17:48:06.486486484,120,28,0,New,In-Store,Credit Card,9,Electronics
1254,North,13524.60613968192,10.0,2023-10-24 07:52:47.567567568,143,65,0,Returning,In-Store,Credit Card,2,Sports
1255,North,18321.07650354936,,2024-04-23 08:10:05.405405400,110,45,0,VIP,Direct,Credit Card,8,Home & Kitchen
1256,East,28345.107626446967,15.0,2023-05-07 10:48:38.918918918,167,68,0,New,Direct,Credit Card,2,Health & Beauty
1257,East,18702.043243181975,5.0,2023-11-15 16:20:10.810810808,100,7,0,VIP,Online,Credit Card,1,Electronics
1258,South,12484.285234409468,,2023-01-10 13:54:35.675675675,191,49,0,New,Direct,Bank Transfer,10,Electronics
1259,West,18771.28467957028,,2024-06-07 16:24:30.270270264,162,9,0,New,Online,Credit Card,3,Books
1260,East,18636.38215126165,10.0,2023-07-08 09:33:41.621621620,123,36,0,New,In-Store,Bank Transfer,9,Home & Kitchen
1261,nan,6515.5667852921415,,2024-07-07 16:47:34.054054048,198,83,0,Returning,Direct,Credit Card,3,Electronics
1262,South,19728.52566741094,10.0,2023-11-22 16:56:12.972972972,112,1,0,VIP,Direct,Cash,9,Clothing
1263,North,18845.32734895661,15.0,2024-05-17 14:36:23.783783784,197,10,0,VIP,Direct,Cash,7,Sports
1264,North,23481.031824067093,10.0,2024-09-19 18:45:45.945945944,110,36,0,VIP,In-Store,Credit Card,10,Books
1265,East,29244.780474726726,5.0,2023-06-01 23:54:14.054054054,199,73,0,New,Online,Cash,1,Books
1266,South,25632.825147738786,10.0,2024-01-06 09:50:59.459459456,150,46,0,Returning,In-Store,Bank Transfer,10,Electronics
1267,West,18655.556547225846,5.0,2023-07-11 14:11:53.513513512,116,32,0,New,In-Store,Credit Card,5,Sports
1268,West,14467.370456291648,10.0,2023-01-04 04:38:11.891891891,198,32,0,VIP,Direct,Bank Transfer,9,Books
1269,East,32866.7990162493,,2023-05-20 20:41:04.864864864,181,6,0,Returning,Online,Credit Card,3,Toys
1270,East,20296.092170072443,15.0,2024-05-03 13:24:19.459459456,185,48,1,Returning,In-Store,Cash,9,Home & Kitchen
1271,South,20069.64645956473,5.0,2023-10-16 15:57:07.027027024,123,38,0,Returning,Direct,Bank Transfer,5,Toys
1272,West,19879.374564449983,10.0,2023-10-03 21:24:19.459459456,118,17,1,VIP,In-Store,Cash,9,Health & Beauty
1273,West,20990.423803839276,10.0,2024-05-29 17:49:32.972972968,136,74,0,Returning,In-Store,Cash,10,Toys
1274,West,19278.197940380287,10.0,2024-07-08 23:26:50.810810808,184,27,0,Returning,Direct,Credit Card,6,Sports
1275,North,17131.68996559882,,2023-09-03 21:01:15.675675676,107,54,0,New,Direct,Bank Transfer,9,Clothing
1276,West,17265.70529379804,,2024-01-30 16:17:17.837837836,127,50,0,New,Online,Cash,7,Books
1277,North,19836.23364892001,5.0,2023-07-07 18:14:03.243243242,104,35,0,Returning,In-Store,Credit Card,7,Sports
1278,South,17282.876144331174,5.0,2023-03-16 17:17:50.270270270,116,85,0,Returning,Direct,Credit Card,8,Books
1279,North,16435.77108661418,,2023-09-16 00:14:24.864864864,135,25,0,New,Direct,Credit Card,7,Clothing
1280,South,20532.151138459485,5.0,2024-03-09 15:15:18.918918920,118,28,1,New,Online,Cash,9,Books
1281,West,18725.113912895722,15.0,2024-09-28 02:01:04.864864864,163,15,0,New,Online,Credit Card,9,Toys
1282,West,27519.964942913444,15.0,2024-05-01 15:25:24.324324320,190,4,0,VIP,Direct,Bank Transfer,6,Health & Beauty
1283,South,6745.150958034939,,2024-01-14 17:06:18.378378376,197,93,0,VIP,Online,Bank Transfer,7,Electronics
1284,East,25457.53425961231,5.0,2023-12-27 19:56:23.783783780,110,73,0,New,Direct,Cash,2,Clothing
1285,South,26230.425962488145,10.0,2024-04-24 14:49:22.162162160,153,27,0,Returning,In-Store,Bank Transfer,9,Toys
1286,East,9633.048837959253,15.0,2024-07-14 02:03:57.837837832,144,26,0,New,Online,Credit Card,1,Sports
1287,North,,,2023-01-08 00:36:02.162162162,146,19,1,VIP,In-Store,Cash,1,Toys
1288,North,18142.79567002104,5.0,2023-05-13 20:05:02.702702702,111,92,0,Returning,In-Store,Credit Card,3,Toys
1289,North,12962.441526410894,,2023-04-15 17:40:54.054054054,120,17,0,VIP,In-Store,Cash,6,Electronics
1290,West,16110.916562045622,10.0,2024-07-14 02:03:57.837837832,110,43,0,Returning,Direct,Cash,5,Home & Kitchen
1291,North,14447.120772670856,15.0,2023-07-07 02:54:24.864864864,191,41,0,VIP,In-Store,Credit Card,2,Books
1292,East,28761.352217118114,,2024-08-04 03:52:04.324324320,104,42,0,Returning,In-Store,Bank Transfer,9,Books
1293,North,24678.391965737304,,2023-11-27 19:33:20.000000000,180,50,0,Returning,In-Store,Bank Transfer,10,Sports
1294,South,26357.775474970793,,2023-02-19 04:12:15.135135135,155,84,0,Returning,Direct,Cash,4,Health & Beauty
1295,South,23608.360320216176,10.0,2023-10-04 12:43:57.837837836,119,40,0,Returning,In-Store,Credit Card,4,Sports
1296,West,14354.741143913854,,2024-01-03 20:32:25.945945944,140,39,0,VIP,In-Store,Credit Card,5,Home & Kitchen
1297,South,17377.39866860113,10.0,2024-01-27 11:39:05.945945944,145,23,0,VIP,Online,Cash,8,Books
1298,East,22446.87280613959,10.0,2024-09-06 08:53:20.000000000,111,96,0,Returning,Direct,Bank Transfer,10,Health & Beauty
1299,North,13889.360955540273,10.0,2024-07-08 08:07:12.432432432,169,52,0,Returning,In-Store,Credit Card,4,Sports
1300,West,23564.99215086194,15.0,2024-06-01 22:27:44.864864864,116,47,0,VIP,Online,Bank Transfer,5,Health & Beauty
1301,North,18798.373009209325,15.0,2024-05-24 15:12:25.945945944,118,63,0,Returning,Direct,Bank Transfer,4,Toys
1302,North,18125.895962252012,,2024-03-11 13:14:14.054054048,125,97,0,Returning,Direct,Cash,6,Clothing
1303,East,23554.79984101746,,2023-02-18 12:52:36.756756756,147,69,0,Returning,Direct,Cash,3,Toys
1304,South,22221.3165574302,15.0,2023-01-31 00:23:03.783783783,151,43,0,New,Direct,Bank Transfer,8,Electronics
1305,nan,,5.0,2024-05-04 04:43:57.837837832,195,48,0,Returning,Direct,Credit Card,6,Books
1306,North,25796.64901682124,15.0,2023-02-21 17:30:48.648648648,169,34,0,New,Direct,Credit Card,10,Health & Beauty
1307,West,14594.683362000513,10.0,2024-07-24 22:37:50.270270264,154,40,0,Returning,In-Store,Cash,5,Sports
1308,South,23079.67803472132,15.0,2024-04-04 19:40:32.432432432,199,75,0,VIP,In-Store,Bank Transfer,2,Clothing
1309,West,22965.50628984192,10.0,2023-05-13 20:05:02.702702702,174,61,0,New,In-Store,Credit Card,10,Sports
1310,South,18452.267803430048,,2023-10-11 13:20:00.000000000,132,50,0,New,In-Store,Credit Card,10,Books
1311,West,21630.66511121059,5.0,2024-09-11 11:30:27.027027024,161,67,0,Returning,Online,Cash,7,Health & Beauty
1312,East,13744.432118073484,,2024-01-15 23:45:35.135135132,187,62,0,Returning,In-Store,Bank Transfer,2,Health & Beauty
1313,West,24620.135096034504,10.0,2023-11-29 17:32:15.135135132,122,58,0,New,Direct,Credit Card,1,Toys
1314,East,19075.489317785054,10.0,2023-01-18 21:09:54.594594594,114,33,0,VIP,In-Store,Cash,7,Clothing
1315,East,17386.3848974048,10.0,2023-07-13 12:10:48.648648648,126,75,0,VIP,In-Store,Credit Card,5,Clothing
1316,West,25245.046129184448,5.0,2024-09-26 04:02:09.729729728,174,16,1,Returning,Direct,Credit Card,1,Books
1317,East,16478.281547286206,15.0,2023-10-24 07:52:47.567567568,163,82,0,VIP,In-Store,Credit Card,4,Health & Beauty
1318,North,12957.693518182201,,2023-11-16 22:59:27.567567564,180,94,0,VIP,In-Store,Cash,4,Clothing
1319,East,12216.854132380482,,2023-10-12 04:39:38.378378376,150,48,1,Returning,In-Store,Bank Transfer,10,Clothing
1320,South,23030.0497567282,15.0,2024-02-05 10:14:03.243243240,152,10,1,VIP,Online,Cash,7,Sports
1321,West,13597.853237518584,,2023-11-09 07:03:47.027027024,177,82,0,Returning,In-Store,Bank Transfer,9,Books
1322,North,28773.970909921823,5.0,2024-05-13 03:18:55.135135136,190,38,0,New,Direct,Credit Card,2,Toys
1323,West,9590.35296058139,,2023-09-30 16:46:07.567567568,181,19,0,Returning,Direct,Bank Transfer,1,Sports
1324,South,28482.28184145019,10.0,2023-12-23 08:38:55.135135132,191,36,0,New,In-Store,Credit Card,2,Sports
1325,South,21055.087336013094,15.0,2023-08-17 15:10:59.459459460,150,59,0,New,In-Store,Credit Card,7,Home & Kitchen
1326,South,19516.434440648038,5.0,2024-09-04 10:54:24.864864864,146,63,0,VIP,In-Store,Cash,10,Electronics
1327,East,17275.40456595525,15.0,2023-02-27 11:27:34.054054054,103,77,0,VIP,Direct,Credit Card,6,Home & Kitchen
1328,East,21995.680571760353,5.0,2023-02-03 05:01:15.675675675,106,46,0,VIP,Direct,Cash,4,Clothing
1329,West,,10.0,2024-04-10 13:37:17.837837832,134,3,0,Returning,Online,Bank Transfer,1,Health & Beauty
1330,West,25516.509410082606,15.0,2024-07-02 14:10:27.027027024,147,74,0,VIP,Online,Bank Transfer,1,Electronics
1331,North,20571.138243310197,,2024-01-11 12:28:06.486486484,172,65,0,New,Online,Credit Card,5,Electronics
1332,North,20751.508807309387,5.0,2023-05-10 15:26:50.810810810,171,91,0,VIP,Direct,Cash,1,Health & Beauty
1333,West,18181.93893893072,15.0,2023-12-21 10:40:00.000000000,144,8,0,VIP,Online,Credit Card,7,Electronics
1334,East,19715.271881394663,,2023-04-09 23:44:08.648648648,180,51,0,Returning,In-Store,Cash,1,Health & Beauty
1335,South,21539.008844460295,15.0,2023-01-01 15:19:38.378378378,180,81,0,Returning,In-Store,Cash,1,Electronics
1336,West,11449.158036716872,15.0,2023-08-16 08:31:42.702702700,196,73,1,New,Direct,Cash,2,Sports
1337,North,13259.072889471434,15.0,2024-06-10 05:43:03.783783784,195,6,0,Returning,Online,Bank Transfer,10,Books
1338,East,23716.320470113576,5.0,2023-12-29 17:55:18.918918916,171,89,0,VIP,In-Store,Cash,3,Books
1339,West,20854.32719063971,,2024-05-26 13:11:21.081081080,118,39,0,Returning,Direct,Bank Transfer,1,Home & Kitchen
1340,West,,10.0,2024-09-19 03:26:07.567567568,162,60,0,New,Online,Cash,9,Sports
1341,East,,5.0,2023-02-06 09:39:27.567567567,137,28,0,VIP,In-Store,Bank Transfer,10,Electronics
1342,West,21737.908526808355,5.0,2023-06-11 13:48:49.729729728,166,97,0,New,Online,Bank Transfer,8,Toys
1343,East,17301.201598453194,5.0,2023-04-25 07:35:29.729729730,158,54,0,Returning,Direct,Bank Transfer,5,Health & Beauty
1344,South,16108.476372988436,10.0,2023-11-11 05:02:42.162162160,168,37,0,Returning,Online,Credit Card,2,Sports
1345,East,20979.226275488407,,2024-03-02 14:39:16.756756752,112,9,0,New,Direct,Cash,5,Electronics
1346,East,15108.13611192484,,2023-01-22 17:07:44.864864864,146,82,0,VIP,Online,Credit Card,6,Books
1347,East,22041.26377857236,,2023-02-17 06:13:20.000000000,160,56,1,Returning,In-Store,Cash,1,Books
1348,West,11487.081978810798,15.0,2024-08-25 05:40:10.810810808,130,59,1,Returning,Direct,Cash,4,Health & Beauty
1349,West,25145.778186628217,15.0,2023-07-03 22:16:12.972972972,179,85,0,VIP,Direct,Credit Card,9,Toys
1350,East,22362.987412065217,15.0,2023-08-25 07:06:40.000000000,195,2,0,Returning,Direct,Bank Transfer,2,Electronics
1351,West,21280.14867156938,10.0,2024-01-10 05:48:49.729729728,121,61,0,New,Online,Cash,5,Electronics
1352,North,24913.45491972757,15.0,2023-07-29 11:21:48.108108108,192,58,0,Returning,Online,Bank Transfer,1,Toys
1353,North,28327.372222312883,10.0,2024-01-12 03:47:44.864864864,185,60,0,Returning,In-Store,Credit Card,4,Toys
1354,West,25071.85032509065,,2024-05-04 04:43:57.837837832,142,40,1,VIP,Direct,Bank Transfer,4,Toys
1355,West,10795.628843341774,15.0,2024-05-10 14:00:21.621621616,166,36,0,New,Direct,Cash,6,Books
1356,nan,13602.115166321491,15.0,2024-09-29 08:40:21.621621616,153,37,0,VIP,Online,Cash,10,Health & Beauty
1357,South,,5.0,2023-07-13 12:10:48.648648648,109,79,0,Returning,Online,Cash,9,Sports
1358,West,,10.0,2024-01-05 03:11:42.702702700,141,92,1,Returning,In-Store,Credit Card,3,Toys
1359,North,22588.295102345615,,2023-05-21 12:00:43.243243242,163,18,0,VIP,In-Store,Cash,9,Health & Beauty
1360,East,16371.280934232673,5.0,2024-09-16 14:07:34.054054048,120,98,0,VIP,Online,Credit Card,6,Home & Kitchen
1361,West,20933.833822385393,5.0,2023-04-15 02:21:15.675675675,179,63,0,VIP,Direct,Bank Transfer,7,Electronics
1362,North,16223.085338233388,,2023-11-02 21:47:23.243243240,175,22,0,New,In-Store,Cash,10,Electronics
1363,North,16942.41098504026,5.0,2023-10-17 22:36:23.783783784,165,11,0,Returning,Online,Cash,2,Clothing
1364,South,12966.694515758889,10.0,2023-08-27 20:25:13.513513512,140,58,1,VIP,Online,Cash,10,Home & Kitchen
1365,East,15383.833769445479,10.0,2023-05-20 20:41:04.864864864,123,57,0,Returning,Direct,Bank Transfer,6,Sports
1366,East,13241.576971918332,15.0,2024-03-12 04:33:52.432432432,134,77,0,New,Online,Cash,6,Toys
1367,South,15120.633735113337,5.0,2023-06-11 13:48:49.729729728,155,4,0,New,Online,Credit Card,2,Toys
1368,South,25268.2089830392,15.0,2024-04-05 11:00:10.810810808,129,86,0,New,In-Store,Bank Transfer,2,Sports
1369,East,15253.005555840286,5.0,2023-04-30 10:12:36.756756756,156,7,0,New,Online,Bank Transfer,2,Books
1370,East,33161.91032418695,10.0,2023-05-02 08:11:31.891891892,193,61,0,Returning,Online,Bank Transfer,10,Home & Kitchen
1371,West,22466.589504404445,10.0,2023-09-05 19:00:10.810810808,146,54,0,New,In-Store,Bank Transfer,1,Toys
1372,West,20924.18061847437,10.0,2023-05-17 16:02:52.972972972,134,88,0,New,Direct,Bank Transfer,5,Clothing
1373,South,15708.211099093933,5.0,2023-08-27 20:25:13.513513512,118,68,0,VIP,Direct,Credit Card,8,Health & Beauty
1374,nan,23501.549397044957,10.0,2023-02-24 06:49:22.162162162,107,92,0,New,In-Store,Bank Transfer,2,Electronics
1375,North,17121.81086881113,5.0,2023-10-30 01:49:32.972972972,125,79,0,VIP,In-Store,Cash,5,Home & Kitchen
1376,West,20610.049073226808,15.0,2024-01-30 00:57:39.459459456,170,1,0,New,Direct,Bank Transfer,8,Electronics
1377,West,32800.42269134397,5.0,2024-06-22 08:56:12.972972968,129,55,0,New,Direct,Bank Transfer,10,Health & Beauty
1378,North,19519.700501376752,15.0,2024-05-30 09:09:11.351351352,106,3,0,VIP,Direct,Bank Transfer,5,Home & Kitchen
1379,South,25746.36663142838,5.0,2023-12-05 11:29:00.540540540,166,78,0,New,Direct,Bank Transfer,2,Health & Beauty
1380,North,16484.117874370564,15.0,2023-01-30 09:03:25.405405405,164,38,0,Returning,Direct,Bank Transfer,3,Toys
1381,West,19825.057547515193,10.0,2023-02-10 20:56:56.216216216,135,1,0,Returning,In-Store,Credit Card,6,Sports
1382,South,28854.00317817755,15.0,2024-09-06 08:53:20.000000000,124,38,0,New,Online,Credit Card,5,Toys
1383,West,16865.164711061163,10.0,2023-10-30 17:09:11.351351348,136,85,0,Returning,Direct,Bank Transfer,4,Sports
1384,North,29062.242789984644,10.0,2023-04-03 14:27:44.864864864,100,29,0,VIP,Direct,Credit Card,4,Toys
1385,North,,15.0,2024-08-26 12:19:27.567567568,114,5,0,New,Online,Cash,5,Health & Beauty
1386,West,17187.666120528662,5.0,2024-05-23 23:52:47.567567568,136,74,1,New,Online,Bank Transfer,2,Health & Beauty
1387,East,23162.038695277606,5.0,2023-09-01 07:42:42.162162160,112,92,0,VIP,Online,Cash,9,Health & Beauty
1388,East,24862.77224813365,,2023-02-11 12:16:34.594594594,107,21,0,VIP,Online,Cash,2,Electronics
1389,North,,5.0,2023-11-26 12:54:03.243243240,104,71,0,VIP,Online,Bank Transfer,10,Health & Beauty
1390,North,12148.876400547717,,2023-02-28 18:06:50.810810810,159,67,1,New,Online,Cash,2,Toys
1391,East,16364.314120875657,5.0,2024-07-05 18:48:38.918918912,172,47,0,VIP,In-Store,Cash,10,Clothing
1392,East,18762.406822242476,5.0,2023-09-29 10:06:50.810810808,100,84,0,VIP,Online,Cash,9,Health & Beauty
1393,West,19627.832854499768,10.0,2023-10-26 05:51:42.702702700,135,83,0,Returning,Online,Bank Transfer,3,Clothing
1394,West,23103.36048775339,,2023-03-01 09:26:29.189189189,134,35,0,Returning,In-Store,Bank Transfer,10,Sports
1395,East,20888.50500466627,5.0,2024-01-30 00:57:39.459459456,165,68,0,New,Online,Cash,7,Toys
1396,West,13323.278206449493,,2023-03-26 07:12:25.945945946,162,69,0,Returning,Direct,Bank Transfer,4,Health & Beauty
1397,West,21900.989255029817,10.0,2023-10-04 12:43:57.837837836,122,1,0,Returning,Direct,Bank Transfer,6,Electronics
1398,South,23052.928726419115,10.0,2023-08-06 03:17:28.648648648,108,68,0,VIP,Online,Cash,4,Electronics
1399,West,,,2023-07-19 21:27:12.432432432,133,12,0,VIP,In-Store,Bank Transfer,10,Sports
1400,North,25403.90362777311,10.0,2024-01-12 19:07:23.243243240,145,60,0,Returning,Direct,Credit Card,7,Clothing
1401,West,24169.61077274452,15.0,2023-05-15 18:03:57.837837838,177,27,0,Returning,In-Store,Bank Transfer,1,Books
1402,nan,22295.900396142184,15.0,2023-11-28 10:52:58.378378376,103,56,0,Returning,Direct,Credit Card,3,Electronics
1403,East,19649.171442706764,10.0,2023-04-11 21:43:03.783783783,129,23,0,New,Online,Cash,3,Electronics
1404,North,11695.195332420042,15.0,2023-06-20 12:23:47.027027026,194,25,1,New,In-Store,Bank Transfer,1,Electronics
1405,West,22148.09109566293,5.0,2024-02-26 12:02:09.729729728,174,21,0,New,In-Store,Cash,6,Toys
1406,West,21038.438435815555,,2024-07-03 20:49:43.783783784,198,61,0,Returning,In-Store,Cash,9,Electronics
1407,South,21357.894185976867,5.0,2024-09-03 04:15:08.108108104,171,63,0,Returning,Direct,Cash,8,Home & Kitchen
1408,West,13616.257120898452,,2024-01-20 11:03:03.783783780,102,52,0,New,Direct,Cash,7,Health & Beauty
1409,West,14594.717297958689,10.0,2024-04-22 01:30:48.648648648,113,88,1,New,Direct,Cash,10,Sports
1410,South,25265.76426666452,5.0,2023-10-30 01:49:32.972972972,159,25,0,Returning,Online,Bank Transfer,8,Electronics
1411,East,19802.224230716725,10.0,2024-05-25 21:51:42.702702704,176,55,0,VIP,Direct,Credit Card,6,Books
1412,West,23407.503486863123,10.0,2023-09-19 04:52:36.756756756,144,46,0,New,Online,Bank Transfer,9,Books
1413,South,20141.591880652304,,2023-10-30 01:49:32.972972972,195,32,0,Returning,In-Store,Bank Transfer,3,Electronics
1414,North,20148.780697478727,,2023-08-15 17:12:04.324324324,133,55,0,Returning,In-Store,Bank Transfer,10,Electronics
1415,East,24691.419029879988,,2024-03-09 15:15:18.918918920,144,96,0,VIP,Online,Bank Transfer,10,Home & Kitchen
1416,North,17419.776358913132,5.0,2023-05-03 14:50:48.648648648,160,5,0,Returning,Direct,Credit Card,9,Electronics
1417,North,20480.603884704917,15.0,2024-03-21 18:28:28.108108104,182,36,0,Returning,Online,Bank Transfer,4,Electronics
1418,South,17688.623556474788,,2023-06-22 10:22:42.162162162,115,49,0,New,In-Store,Cash,7,Health & Beauty
1419,West,17827.51886283842,,2023-03-14 03:59:16.756756756,165,58,1,New,In-Store,Bank Transfer,9,Books
1420,South,18454.139382656802,5.0,2024-07-26 05:17:07.027027024,139,39,0,VIP,Online,Bank Transfer,2,Home & Kitchen
1421,South,21110.668858168563,,2023-11-30 08:51:53.513513512,116,80,0,VIP,Direct,Credit Card,2,Books
1422,South,17606.256891682613,5.0,2023-02-04 11:40:32.432432432,133,97,0,Returning,Direct,Credit Card,9,Home & Kitchen
1423,South,26278.780627867603,10.0,2024-05-06 02:42:52.972972968,115,85,0,New,Online,Cash,3,Books
1424,East,15526.96348890248,,2023-02-10 20:56:56.216216216,159,61,0,VIP,Online,Bank Transfer,9,Electronics
1425,West,19065.641779193204,,2024-09-24 06:03:14.594594592,165,9,0,VIP,Direct,Bank Transfer,5,Books
1426,North,,10.0,2024-03-12 04:33:52.432432432,165,6,0,VIP,In-Store,Bank Transfer,6,Books
1427,North,27234.889421768665,10.0,2023-06-23 01:42:20.540540540,189,35,0,Returning,Online,Cash,2,Home & Kitchen
1428,West,20982.773882557874,10.0,2023-11-16 22:59:27.567567564,112,39,0,New,Direct,Credit Card,8,Sports
1429,North,25159.222697343175,,2024-02-27 03:21:48.108108104,155,22,0,VIP,Direct,Cash,9,Clothing
1430,West,,15.0,2023-08-19 13:09:54.594594592,130,41,0,New,In-Store,Bank Transfer,2,Home & Kitchen
1431,North,21335.251329346294,15.0,2023-04-03 14:27:44.864864864,133,5,0,VIP,In-Store,Credit Card,6,Home & Kitchen
1432,nan,24448.153978117185,15.0,2024-08-24 14:20:32.432432432,138,42,0,VIP,In-Store,Credit Card,6,Home & Kitchen
1433,North,20411.419946377122,,2023-05-13 20:05:02.702702702,166,87,0,New,In-Store,Cash,8,Toys
1434,West,25327.401875326756,10.0,2023-07-02 00:17:17.837837836,107,81,0,New,In-Store,Credit Card,10,Sports
1435,West,17413.55774949814,,2023-01-06 17:56:45.405405405,186,76,0,New,Online,Credit Card,5,Toys
1436,West,27046.7372009279,10.0,2024-04-16 07:34:03.243243240,177,87,0,Returning,Direct,Bank Transfer,9,Toys
1437,West,31494.49061809625,,2023-04-29 03:33:20.000000000,154,80,0,VIP,Online,Bank Transfer,1,Home & Kitchen
1438,West,18185.807197801703,,2024-01-01 22:33:30.810810808,126,67,0,Returning,Online,Credit Card,9,Clothing
1439,East,17772.48739299614,10.0,2024-01-16 15:05:13.513513512,192,30,0,New,Online,Credit Card,10,Home & Kitchen
1440,East,27266.922385588507,15.0,2023-10-23 16:33:09.189189188,152,57,0,VIP,Online,Cash,7,Electronics
1441,North,27897.860728653563,10.0,2023-03-26 22:32:04.324324324,138,86,0,Returning,Online,Cash,4,Clothing
1442,West,17385.69986423366,5.0,2024-06-16 14:59:27.567567568,164,73,0,VIP,In-Store,Credit Card,3,Toys
1443,North,17899.065914520714,5.0,2024-05-31 00:28:49.729729728,116,29,0,Returning,In-Store,Bank Transfer,10,Books
1444,West,18591.076955697463,10.0,2023-04-19 13:38:44.324324324,129,37,0,New,Direct,Credit Card,6,Books
1445,West,13277.747444828616,,2023-05-16 09:23:36.216216216,152,87,0,Returning,Online,Credit Card,1,Sports
1446,East,15406.740267579009,5.0,2024-09-12 18:09:43.783783784,112,13,0,VIP,Direct,Bank Transfer,3,Health & Beauty
1447,East,14979.296166239661,5.0,2023-12-04 20:09:22.162162160,120,32,0,VIP,In-Store,Bank Transfer,2,Sports
1448,South,16161.012174479358,,2024-06-10 21:02:42.162162160,118,46,0,VIP,In-Store,Cash,9,Clothing
1449,East,19826.575563066093,,2023-11-16 22:59:27.567567564,152,23,0,VIP,In-Store,Cash,3,Toys
1450,South,21171.073662682604,15.0,2023-12-31 15:54:14.054054052,118,45,0,New,Online,Cash,2,Clothing
1451,South,27752.502464070385,,2024-01-18 13:04:08.648648648,156,17,0,Returning,Online,Cash,4,Clothing
1452,South,15008.229796306045,10.0,2023-01-17 14:30:37.837837837,124,85,0,New,In-Store,Bank Transfer,2,Books
1453,South,24921.611992382917,10.0,2023-02-12 18:55:51.351351351,185,66,0,New,Direct,Credit Card,1,Home & Kitchen
1454,South,18930.055778872455,15.0,2024-05-18 21:15:40.540540536,130,6,0,New,Direct,Cash,6,Electronics
1455,North,19752.681451737837,5.0,2023-09-17 22:13:20.000000000,180,18,0,VIP,In-Store,Cash,10,Health & Beauty
1456,East,23374.097460833018,5.0,2023-12-18 21:21:26.486486484,154,94,0,VIP,Direct,Bank Transfer,8,Toys
1457,South,14386.389892188507,,2023-03-10 23:21:04.864864864,122,22,0,VIP,In-Store,Bank Transfer,10,Clothing
1458,West,,10.0,2023-02-16 14:53:41.621621621,131,33,0,Returning,Direct,Credit Card,10,Health & Beauty
1459,East,20832.26104106528,5.0,2024-01-04 11:52:04.324324324,161,30,0,VIP,In-Store,Credit Card,2,Clothing
1460,East,22462.256320040746,15.0,2024-03-09 15:15:18.918918920,173,81,0,Returning,Direct,Bank Transfer,9,Books
1461,South,21445.843219539092,15.0,2023-06-16 16:25:56.756756756,109,32,0,VIP,Online,Cash,3,Electronics
1462,North,32276.50069955447,10.0,2023-08-23 09:07:44.864864864,199,42,0,VIP,In-Store,Cash,8,Books
1463,South,16811.30007874342,15.0,2024-05-16 07:57:07.027027024,171,78,0,New,In-Store,Cash,8,Health & Beauty
1464,North,17345.01522499091,15.0,2024-06-25 13:34:24.864864864,153,10,0,New,Direct,Credit Card,3,Toys
1465,West,16884.297367876177,10.0,2024-07-08 23:26:50.810810808,151,36,0,New,In-Store,Cash,3,Clothing
1466,East,17222.614404198728,,2023-05-31 17:14:57.297297296,119,34,0,Returning,In-Store,Cash,6,Electronics
1467,West,16813.064363467412,,2024-04-08 15:38:22.702702704,131,73,1,Returning,In-Store,Bank Transfer,1,Books
